[2022-02-07 06:53:02,632] INFO       Loading Config Data
[2022-02-07 07:43:46,296] DEBUG      Found Match: A3_TOWN_1 (80.5% confidence)
[2022-02-07 07:43:46,296] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-07 07:43:46,601] INFO       Health Manager is now pausing
[2022-02-07 07:43:47,041] DEBUG      Will pickup: {'rejuv': 0, 'health': 0, 'mana': 0}
[2022-02-07 07:43:47,104] INFO       Run Trav
[2022-02-07 07:43:47,104] DEBUG      Traverse from a3_town_start to a3_stash_wp
[2022-02-07 07:43:54,775] DEBUG      Select A3_WP (92.2% confidence)
[2022-02-07 07:43:59,715] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-07 07:43:59,756] INFO       Health Manager is now active
[2022-02-07 07:43:59,804] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-07 07:44:02,577] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-07 07:44:10,978] DEBUG      Traverse: [228, 229]
[2022-02-07 07:44:24,704] DEBUG      Drink mana potion in slot 1. HP: 88.0%, Mana: 45.7%
[2022-02-07 07:44:25,521] DEBUG      Drink health potion in slot 2. HP: 74.8%, Mana: 83.9%
[2022-02-07 07:44:34,719] DEBUG      Took a screenshot of current loot
[2022-02-07 07:44:37,385] DEBUG      Traverse: [230]
[2022-02-07 07:44:41,274] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 07:44:41,289] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (93.1% confidence)
[2022-02-07 07:44:43,970] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 07:44:46,714] INFO       End game. Elapsed time: 72.16s
[2022-02-07 07:44:46,985] INFO       Starting game #39
[2022-02-07 07:44:46,985] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 07:44:47,976] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 07:44:47,976] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-07 07:44:47,994] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 07:44:47,994] DEBUG      Wait for Play button
[2022-02-07 07:44:48,009] DEBUG      Found Play Btn
[2022-02-07 07:44:48,418] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-07 07:44:48,484] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-07 07:44:51,099] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 07:44:57,069] DEBUG      Found Match: A3_TOWN_1 (80.2% confidence)
[2022-02-07 07:44:57,070] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-07 07:44:57,496] INFO       Health Manager is now pausing
[2022-02-07 07:44:57,828] DEBUG      Will pickup: {'rejuv': 0, 'health': 1, 'mana': 0}
[2022-02-07 07:44:57,888] INFO       Run Trav
[2022-02-07 07:44:57,888] DEBUG      Traverse from a3_town_start to a3_stash_wp
[2022-02-07 07:45:05,455] DEBUG      Select A3_WP (89.1% confidence)
[2022-02-07 07:45:10,579] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-07 07:45:10,666] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-07 07:45:10,676] INFO       Health Manager is now active
[2022-02-07 07:45:13,402] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-07 07:45:22,022] DEBUG      Traverse: [228, 229]
[2022-02-07 07:45:34,616] DEBUG      Drink mana potion in slot 1. HP: 81.5%, Mana: 47.7%
[2022-02-07 07:45:44,902] DEBUG      Took a screenshot of current loot
[2022-02-07 07:45:48,436] DEBUG      Traverse: [230]
[2022-02-07 07:45:49,588] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 07:45:49,616] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (100.0% confidence)
[2022-02-07 07:45:52,098] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 07:45:55,676] INFO       End game. Elapsed time: 68.69s
[2022-02-07 07:45:56,083] INFO       Starting game #40
[2022-02-07 07:45:56,084] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 07:45:57,077] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 07:45:57,077] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-07 07:45:57,106] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 07:45:57,106] DEBUG      Wait for Play button
[2022-02-07 07:45:57,123] DEBUG      Found Play Btn
[2022-02-07 07:45:57,634] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-07 07:45:57,729] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-07 07:46:00,257] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 07:46:07,977] DEBUG      Found Match: A3_TOWN_1 (80.4% confidence)
[2022-02-07 07:46:07,978] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-07 07:46:08,476] INFO       Health Manager is now pausing
[2022-02-07 07:46:08,742] DEBUG      Will pickup: {'rejuv': 0, 'health': 1, 'mana': 0}
[2022-02-07 07:46:10,179] INFO       Stashing items
[2022-02-07 07:46:10,179] DEBUG      Traverse from a3_town_start to a3_stash_wp
[2022-02-07 07:46:17,583] DEBUG      Select A3_STASH (73.3% confidence)
[2022-02-07 07:46:19,480] DEBUG      Searching for inventory gold btn...
[2022-02-07 07:46:19,683] DEBUG      Waiting for templates: ['INVENTORY_GOLD_BTN']
[2022-02-07 07:46:19,711] DEBUG      Found Match: INVENTORY_GOLD_BTN (100.0% confidence)
[2022-02-07 07:46:19,712] DEBUG      Found inventory gold btn
[2022-02-07 07:46:19,726] DEBUG      Skipping gold stashing
[2022-02-07 07:46:30,885] DEBUG      Check if stash is full
[2022-02-07 07:46:31,636] DEBUG      Done stashing
[2022-02-07 07:46:32,039] INFO       Running transmutes
[2022-02-07 07:46:32,039] DEBUG      Waiting for templates: ['INVENTORY_GOLD_BTN']
[2022-02-07 07:46:32,056] DEBUG      Found Match: INVENTORY_GOLD_BTN (100.0% confidence)
[2022-02-07 07:46:32,056] INFO       Starting gem transmute
[2022-02-07 07:46:38,247] INFO       No more gems to cube
[2022-02-07 07:46:38,247] INFO       Putting back gems in the following stash tabs (by priority): [3, 2, 1, 0]
[2022-02-07 07:46:38,338] INFO       Finished gem transmute
[2022-02-07 07:46:39,377] INFO       Run Trav
[2022-02-07 07:46:39,377] DEBUG      Traverse from a3_stash_wp to a3_stash_wp
[2022-02-07 07:46:40,174] DEBUG      Select A3_WP (91.3% confidence)
[2022-02-07 07:46:45,766] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-07 07:46:45,852] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-07 07:46:45,948] INFO       Health Manager is now active
[2022-02-07 07:46:48,624] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-07 07:46:56,970] DEBUG      Traverse: [228, 229]
[2022-02-07 07:47:09,971] DEBUG      Drink mana potion in slot 1. HP: 85.0%, Mana: 47.7%
[2022-02-07 07:47:11,539] DEBUG      Drink health potion in slot 2. HP: 76.2%, Mana: 82.6%
[2022-02-07 07:47:20,053] DEBUG      Took a screenshot of current loot
[2022-02-07 07:52:16,308] INFO       Max game length reached. Attempting to restart Botty!
[2022-02-07 07:52:20,208] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 07:52:20,239] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (93.2% confidence)
[2022-02-07 07:52:22,457] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 07:52:27,809] WARNING    End failed game: Elpased time: 391.73s Fails: 1
[2022-02-07 07:52:27,854] INFO       Setting up Hammerdin
[2022-02-07 07:52:27,857] INFO       Doing runs: odict_keys(['run_trav'])
[2022-02-07 07:52:28,086] INFO       Starting game #41
[2022-02-07 07:52:28,087] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 07:52:29,090] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 07:52:29,091] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-07 07:52:29,127] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 07:52:29,128] DEBUG      Wait for Play button
[2022-02-07 07:52:29,146] DEBUG      Found Play Btn
[2022-02-07 07:52:29,570] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-07 07:52:29,637] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-07 07:52:32,249] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 07:52:39,859] DEBUG      Found Match: A3_TOWN_1 (80.6% confidence)
[2022-02-07 07:52:42,035] DEBUG      Waiting for templates: ['ITEM_PICKUP_ENABLED', 'ITEM_PICKUP_DISABLED']
[2022-02-07 07:52:45,081] DEBUG      Could not find any of the above templates
[2022-02-07 07:52:45,082] ERROR      Failed to detect if /nopickup command was applied or not
[2022-02-07 07:52:45,083] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-07 07:52:46,691] DEBUG      Pick up corpse
[2022-02-07 07:52:51,270] DEBUG      Will pickup: {'rejuv': 0, 'health': 2, 'mana': 1}
[2022-02-07 07:52:51,332] INFO       Run Trav
[2022-02-07 07:52:51,332] DEBUG      Traverse from a3_town_start to a3_stash_wp
[2022-02-07 07:52:59,518] DEBUG      Select A3_WP (89.8% confidence)
[2022-02-07 07:53:05,093] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-07 07:53:05,183] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-07 07:53:05,427] INFO       Health Manager is now active
[2022-02-07 07:53:08,035] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-07 07:53:15,979] DEBUG      Traverse: [228, 229]
[2022-02-07 07:53:26,146] DEBUG      Drink health potion in slot 2. HP: 77.2%, Mana: 57.4%
[2022-02-07 07:53:28,497] DEBUG      Drink mana potion in slot 1. HP: 83.5%, Mana: 47.8%
[2022-02-07 07:53:39,047] DEBUG      Took a screenshot of current loot
[2022-02-07 07:53:44,190] DEBUG      Traverse: [230]
[2022-02-07 07:53:46,047] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 07:53:46,065] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (93.1% confidence)
[2022-02-07 07:53:48,468] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 07:53:50,056] INFO       End game. Elapsed time: 81.97s
[2022-02-07 07:53:50,393] INFO       Starting game #42
[2022-02-07 07:53:50,394] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 07:53:51,383] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 07:53:51,384] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-07 07:53:51,402] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 07:53:51,403] DEBUG      Wait for Play button
[2022-02-07 07:53:51,436] DEBUG      Found Play Btn
[2022-02-07 07:53:52,060] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-07 07:53:52,126] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-07 07:53:54,697] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 07:54:00,709] DEBUG      Found Match: A3_TOWN_1 (79.9% confidence)
[2022-02-07 07:54:00,710] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-07 07:54:01,181] INFO       Health Manager is now pausing
[2022-02-07 07:54:01,463] DEBUG      Will pickup: {'rejuv': 0, 'health': 2, 'mana': 0}
[2022-02-07 07:54:01,512] INFO       Run Trav
[2022-02-07 07:54:01,512] DEBUG      Traverse from a3_town_start to a3_stash_wp
[2022-02-07 07:54:09,279] DEBUG      Select A3_WP (91.5% confidence)
[2022-02-07 07:54:14,322] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-07 07:54:14,345] INFO       Health Manager is now active
[2022-02-07 07:54:14,412] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-07 07:54:17,144] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-07 07:54:25,548] DEBUG      Pather: taking a random guess towards (387, -9)
[2022-02-07 07:54:28,301] DEBUG      Traverse: [228, 229]
[2022-02-07 07:54:40,779] DEBUG      Drink mana potion in slot 1. HP: 88.5%, Mana: 48.5%
[2022-02-07 07:54:50,981] DEBUG      Took a screenshot of current loot
[2022-02-07 07:55:23,068] DEBUG      Drink health potion in slot 2. HP: 78.1%, Mana: 99.7%
[2022-02-07 07:56:06,322] DEBUG      Drink health potion in slot 2. HP: 79.1%, Mana: 99.6%
[2022-02-07 07:57:11,648] DEBUG      Drink health potion in slot 3. HP: 74.3%, Mana: 99.7%
[2022-02-07 07:57:46,030] DEBUG      Drink health potion in slot 3. HP: 75.2%, Mana: 99.7%
[2022-02-07 07:58:19,594] DEBUG      Drink health potion in slot 3. HP: 77.2%, Mana: 99.3%
[2022-02-07 07:58:58,814] DEBUG      Drink health potion in slot 3. HP: 78.2%, Mana: 99.6%
[2022-02-07 08:00:08,427] WARNING    Trying to chicken, player HP 33.7%!
[2022-02-07 08:00:08,940] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 08:00:08,963] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (93.2% confidence)
[2022-02-07 08:00:10,394] INFO       Max game length reached. Attempting to restart Botty!
[2022-02-07 08:00:11,509] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 08:00:13,949] WARNING    End failed game: Elpased time: 383.56s Fails: 1
[2022-02-07 08:00:13,992] INFO       Setting up Hammerdin
[2022-02-07 08:00:13,994] INFO       Doing runs: odict_keys(['run_trav'])
[2022-02-07 08:00:13,999] INFO       Starting game #43
[2022-02-07 08:00:14,000] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 08:00:14,953] DEBUG      Found Match: MAIN_MENU_TOP_LEFT_DARK (100.0% confidence)
[2022-02-07 08:00:14,954] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-07 08:00:14,968] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 08:00:14,968] DEBUG      Wait for Play button
[2022-02-07 08:00:14,983] DEBUG      Found Play Btn
[2022-02-07 08:00:15,524] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-07 08:00:23,572] DEBUG      Could not find any of the above templates
[2022-02-07 08:00:23,573] DEBUG      Could not find HELL_BTN, try from start again
[2022-02-07 08:00:23,574] DEBUG      Wait for Play button
[2022-02-07 08:00:23,591] DEBUG      Found Play Btn
[2022-02-07 08:00:23,865] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-07 08:00:23,932] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-07 08:00:26,513] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 08:00:33,247] DEBUG      Found Match: A3_TOWN_1 (80.2% confidence)
[2022-02-07 08:00:35,408] DEBUG      Waiting for templates: ['ITEM_PICKUP_ENABLED', 'ITEM_PICKUP_DISABLED']
[2022-02-07 08:00:38,464] DEBUG      Could not find any of the above templates
[2022-02-07 08:00:38,464] ERROR      Failed to detect if /nopickup command was applied or not
[2022-02-07 08:00:38,467] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-07 08:00:40,082] DEBUG      Pick up corpse
[2022-02-07 08:00:44,524] DEBUG      Will pickup: {'rejuv': 0, 'health': 8, 'mana': 1}
[2022-02-07 08:00:44,542] INFO       Buy pots at next possible Vendor
[2022-02-07 08:00:44,542] DEBUG      Traverse from a3_town_start to a3_ormus
[2022-02-07 08:00:53,595] DEBUG      Waiting for templates: ['SUPER_HEALING_POTION']
[2022-02-07 08:00:53,628] DEBUG      Found Match: SUPER_HEALING_POTION (99.4% confidence)
[2022-02-07 08:01:01,933] DEBUG      Waiting for templates: ['SUPER_MANA_POTION']
[2022-02-07 08:01:01,970] DEBUG      Found Match: SUPER_MANA_POTION (99.4% confidence)
[2022-02-07 08:01:04,648] DEBUG      Will pickup: {'rejuv': 0, 'health': 0, 'mana': 0}
[2022-02-07 08:01:04,679] INFO       Run Trav
[2022-02-07 08:01:04,679] DEBUG      Traverse from a3_ormus to a3_stash_wp
[2022-02-07 08:01:08,595] DEBUG      Select A3_WP (92.0% confidence)
[2022-02-07 08:01:13,603] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-07 08:01:13,689] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-07 08:01:13,776] INFO       Health Manager is now active
[2022-02-07 08:01:16,424] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-07 08:01:24,712] DEBUG      Traverse: [228, 229]
[2022-02-07 08:01:35,321] DEBUG      Drink health potion in slot 2. HP: 79.2%, Mana: 57.4%
[2022-02-07 08:01:37,774] DEBUG      Drink mana potion in slot 1. HP: 85.9%, Mana: 45.5%
[2022-02-07 08:01:48,050] DEBUG      Took a screenshot of current loot
[2022-02-07 08:01:50,725] DEBUG      Traverse: [230]
[2022-02-07 08:01:55,768] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 08:01:55,793] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (100.0% confidence)
[2022-02-07 08:01:58,357] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 08:02:01,405] INFO       End game. Elapsed time: 107.41s
[2022-02-07 08:02:01,632] INFO       Starting game #44
[2022-02-07 08:02:01,633] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 08:02:02,620] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 08:02:02,621] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-07 08:02:02,648] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 08:02:02,649] DEBUG      Wait for Play button
[2022-02-07 08:02:02,681] DEBUG      Found Play Btn
[2022-02-07 08:02:03,188] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-07 08:02:03,255] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-07 08:02:05,754] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 08:02:11,809] DEBUG      Found Match: A3_TOWN_1 (80.2% confidence)
[2022-02-07 08:02:11,810] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-07 08:02:12,101] INFO       Health Manager is now pausing
[2022-02-07 08:02:12,571] DEBUG      Will pickup: {'rejuv': 0, 'health': 1, 'mana': 0}
[2022-02-07 08:02:12,623] INFO       Run Trav
[2022-02-07 08:02:12,623] DEBUG      Traverse from a3_town_start to a3_stash_wp
[2022-02-07 08:02:20,441] DEBUG      Select A3_WP (91.9% confidence)
[2022-02-07 08:02:25,584] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-07 08:02:25,669] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-07 08:02:25,761] INFO       Health Manager is now active
[2022-02-07 08:02:28,412] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-07 08:02:36,623] DEBUG      Traverse: [228, 229]
[2022-02-07 08:02:48,906] DEBUG      Drink mana potion in slot 1. HP: 82.5%, Mana: 47.5%
[2022-02-07 08:02:52,709] DEBUG      Drink health potion in slot 2. HP: 79.9%, Mana: 99.7%
[2022-02-07 08:02:56,246] DEBUG      Drink health potion in slot 2. HP: 70.2%, Mana: 81.2%
[2022-02-07 08:03:00,275] DEBUG      Took a screenshot of current loot
[2022-02-07 08:03:01,566] DEBUG      Traverse: [230]
[2022-02-07 08:03:02,745] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 08:03:02,772] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (100.0% confidence)
[2022-02-07 08:03:05,354] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-07 08:03:06,859] INFO       End game. Elapsed time: 65.23s
[2022-02-07 08:03:07,188] INFO       Starting game #45
[2022-02-07 08:03:07,189] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 08:03:08,169] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 08:03:08,170] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-07 08:03:08,190] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-07 08:03:08,191] DEBUG      Wait for Play button
[2022-02-07 08:03:08,207] DEBUG      Found Play Btn
[2022-02-07 08:03:08,602] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-07 08:03:08,664] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-07 08:03:11,244] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-07 08:03:17,196] DEBUG      Found Match: A3_TOWN_1 (80.3% confidence)
[2022-02-07 08:03:17,197] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-07 08:03:17,421] INFO       Health Manager is now pausing
[2022-02-07 08:03:17,939] DEBUG      Will pickup: {'rejuv': 0, 'health': 3, 'mana': 1}
[2022-02-07 08:03:17,964] INFO       Buy pots at next possible Vendor
